"Country","Language","Keyword","Local variation","Chinese meaning","Product","Vehicle/application","Intent","B2B/B2C","Funnel stage","Estimated demand level","Search-volume source","Proxy rationale","CPC/range","Competition","Channel","Match type","Ad group","Landing page","Keyword status","Ads Launch","Negative","Competitor term","Trademark risk","Evidence IDs","Confidence"
"Tanzania","English","Chinese motorcycle engine for work motorcycle","Chinese motorcycle engine for work motorcycle","中国摩托车发动机","CG150 air-cooled","work motorcycle","Supplier research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","Chinese motorcycle engine Tanzania","Chinese motorcycle engine Tanzania","中国摩托车发动机","CG150 air-cooled","work motorcycle","Supplier research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","Chinese motorcycle engine distributor","Chinese motorcycle engine distributor","中国摩托车发动机","CG150 air-cooled","work motorcycle","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","Chinese motorcycle engine dealer","Chinese motorcycle engine dealer","中国摩托车发动机","CG150 air-cooled","work motorcycle","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","Chinese motorcycle engine for cargo work","Chinese motorcycle engine for cargo work","中国摩托车发动机","CG150 air-cooled","work motorcycle","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","Chinese motorcycle engine importer","Chinese motorcycle engine importer","中国摩托车发动机","CG150 air-cooled","work motorcycle","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","Chinese motorcycle engine catalogue","Chinese motorcycle engine catalogue","中国摩托车发动机","CG150 air-cooled","work motorcycle","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","cargo tricycle engine","cargo tricycle engine","货运三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","cargo tricycle engine wholesale","cargo tricycle engine wholesale","货运三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","cargo tricycle engine supplier","cargo tricycle engine supplier","货运三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","cargo tricycle engine for work motorcycle","cargo tricycle engine for work motorcycle","货运三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","cargo tricycle engine Tanzania","cargo tricycle engine Tanzania","货运三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","cargo tricycle engine distributor","cargo tricycle engine distributor","货运三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","cargo tricycle engine dealer","cargo tricycle engine dealer","货运三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","cargo tricycle engine for cargo work","cargo tricycle engine for cargo work","货运三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","cargo tricycle engine importer","cargo tricycle engine importer","货运三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","cargo tricycle engine catalogue","cargo tricycle engine catalogue","货运三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","water cooled tricycle engine","water cooled tricycle engine","水冷三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","water cooled tricycle engine wholesale","water cooled tricycle engine wholesale","水冷三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","water cooled tricycle engine supplier","water cooled tricycle engine supplier","水冷三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","water cooled tricycle engine for work motorcycle","water cooled tricycle engine for work motorcycle","水冷三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","water cooled tricycle engine Tanzania","water cooled tricycle engine Tanzania","水冷三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","water cooled tricycle engine distributor","water cooled tricycle engine distributor","水冷三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","water cooled tricycle engine dealer","water cooled tricycle engine dealer","水冷三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","water cooled tricycle engine for cargo work","water cooled tricycle engine for cargo work","水冷三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","water cooled tricycle engine importer","water cooled tricycle engine importer","水冷三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","water cooled tricycle engine catalogue","water cooled tricycle engine catalogue","水冷三轮车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-04","Observed/machine review required"
"Tanzania","English","motorcycle spare parts wholesale","motorcycle spare parts wholesale","摩托车零件批发","Engine parts / spares pack","after-sales","Parts","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Parts Wholesale | Search/SEO","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02,P4-TZ-05","Observed/machine review required"
"Tanzania","English","motorcycle spare parts wholesale wholesale","motorcycle spare parts wholesale wholesale","摩托车零件批发","Engine parts / spares pack","after-sales","Parts","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Parts Wholesale | Search/SEO","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02,P4-TZ-05","Observed/machine review required"
"Tanzania","English","motorcycle spare parts wholesale supplier","motorcycle spare parts wholesale supplier","摩托车零件批发","Engine parts / spares pack","after-sales","Parts","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Parts Wholesale | Search/SEO","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02,P4-TZ-05","Observed/machine review required"
"Tanzania","English","motorcycle spare parts wholesale for work motorcycle","motorcycle spare parts wholesale for work motorcycle","摩托车零件批发","Engine parts / spares pack","after-sales","Parts","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Parts Wholesale | Search/SEO","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02,P4-TZ-05","Observed/machine review required"
"Tanzania","English","motorcycle spare parts wholesale Tanzania","motorcycle spare parts wholesale Tanzania","摩托车零件批发","Engine parts / spares pack","after-sales","Parts","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Parts Wholesale | Search/SEO","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02,P4-TZ-05","Observed/machine review required"
"Tanzania","English","motorcycle spare parts wholesale distributor","motorcycle spare parts wholesale distributor","摩托车零件批发","Engine parts / spares pack","after-sales","Parts","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Parts Wholesale | Search/SEO","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02,P4-TZ-05","Observed/machine review required"
"Tanzania","English","motorcycle spare parts wholesale dealer","motorcycle spare parts wholesale dealer","摩托车零件批发","Engine parts / spares pack","after-sales","Parts","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Parts Wholesale | Search/SEO","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02,P4-TZ-05","Observed/machine review required"
"Tanzania","English","motorcycle spare parts wholesale for cargo work","motorcycle spare parts wholesale for cargo work","摩托车零件批发","Engine parts / spares pack","after-sales","Parts","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Parts Wholesale | Search/SEO","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02,P4-TZ-05","Observed/machine review required"
"Tanzania","English","motorcycle spare parts wholesale importer","motorcycle spare parts wholesale importer","摩托车零件批发","Engine parts / spares pack","after-sales","Parts","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Parts Wholesale | Search/SEO","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02,P4-TZ-05","Observed/machine review required"
"Tanzania","English","motorcycle spare parts wholesale catalogue","motorcycle spare parts wholesale catalogue","摩托车零件批发","Engine parts / spares pack","after-sales","Parts","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Parts Wholesale | Search/SEO","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02,P4-TZ-05","Observed/machine review required"
"Tanzania","English","engine supplier Tanzania","engine supplier Tanzania","坦桑尼亚发动机供应商","CG150 air-cooled","B2B","Supplier research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-03","Observed/machine review required"
"Tanzania","English","engine supplier Tanzania wholesale","engine supplier Tanzania wholesale","坦桑尼亚发动机供应商","CG150 air-cooled","B2B","Supplier research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-03","Observed/machine review required"
"Tanzania","English","engine supplier Tanzania supplier","engine supplier Tanzania supplier","坦桑尼亚发动机供应商","CG150 air-cooled","B2B","Supplier research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-03","Observed/machine review required"
"Tanzania","English","engine supplier Tanzania for work motorcycle","engine supplier Tanzania for work motorcycle","坦桑尼亚发动机供应商","CG150 air-cooled","B2B","Supplier research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-03","Observed/machine review required"
"Tanzania","English","engine supplier Tanzania Tanzania","engine supplier Tanzania Tanzania","坦桑尼亚发动机供应商","CG150 air-cooled","B2B","Supplier research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-03","Observed/machine review required"
"Tanzania","English","engine supplier Tanzania distributor","engine supplier Tanzania distributor","坦桑尼亚发动机供应商","CG150 air-cooled","B2B","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-03","Observed/machine review required"
"Tanzania","English","engine supplier Tanzania dealer","engine supplier Tanzania dealer","坦桑尼亚发动机供应商","CG150 air-cooled","B2B","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-03","Observed/machine review required"
"Tanzania","English","engine supplier Tanzania for cargo work","engine supplier Tanzania for cargo work","坦桑尼亚发动机供应商","CG150 air-cooled","B2B","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-03","Observed/machine review required"
"Tanzania","English","engine supplier Tanzania importer","engine supplier Tanzania importer","坦桑尼亚发动机供应商","CG150 air-cooled","B2B","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-03","Observed/machine review required"
"Tanzania","English","engine supplier Tanzania catalogue","engine supplier Tanzania catalogue","坦桑尼亚发动机供应商","CG150 air-cooled","B2B","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-03","Observed/machine review required"
"Tanzania","English","boda boda engine","boda boda engine","摩托车出租发动机","CG125 air-cooled","boda boda","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","boda boda engine wholesale","boda boda engine wholesale","摩托车出租发动机","CG125 air-cooled","boda boda","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","boda boda engine supplier","boda boda engine supplier","摩托车出租发动机","CG125 air-cooled","boda boda","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","boda boda engine for work motorcycle","boda boda engine for work motorcycle","摩托车出租发动机","CG125 air-cooled","boda boda","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","boda boda engine Tanzania","boda boda engine Tanzania","摩托车出租发动机","CG125 air-cooled","boda boda","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","boda boda engine distributor","boda boda engine distributor","摩托车出租发动机","CG125 air-cooled","boda boda","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","boda boda engine dealer","boda boda engine dealer","摩托车出租发动机","CG125 air-cooled","boda boda","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","boda boda engine for cargo work","boda boda engine for cargo work","摩托车出租发动机","CG125 air-cooled","boda boda","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","boda boda engine importer","boda boda engine importer","摩托车出租发动机","CG125 air-cooled","boda boda","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","boda boda engine catalogue","boda boda engine catalogue","摩托车出租发动机","CG125 air-cooled","boda boda","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","Lifan tricycle engine","Lifan tricycle engine","力帆三轮车发动机","CG150 air-cooled","tricycle","Competitor research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","Yes","Trademark review required","P4-TZ-02","Observed/machine review required"
"Tanzania","English","Lifan tricycle engine wholesale","Lifan tricycle engine wholesale","力帆三轮车发动机","CG150 air-cooled","tricycle","Competitor research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","Yes","Trademark review required","P4-TZ-02","Observed/machine review required"
"Tanzania","English","Lifan tricycle engine supplier","Lifan tricycle engine supplier","力帆三轮车发动机","CG150 air-cooled","tricycle","Competitor research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","Yes","Trademark review required","P4-TZ-02","Observed/machine review required"
"Tanzania","English","Lifan tricycle engine for work motorcycle","Lifan tricycle engine for work motorcycle","力帆三轮车发动机","CG150 air-cooled","tricycle","Competitor research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","Yes","Trademark review required","P4-TZ-02","Observed/machine review required"
"Tanzania","English","Lifan tricycle engine Tanzania","Lifan tricycle engine Tanzania","力帆三轮车发动机","CG150 air-cooled","tricycle","Competitor research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","Yes","Trademark review required","P4-TZ-02","Observed/machine review required"
"Tanzania","English","Lifan tricycle engine distributor","Lifan tricycle engine distributor","力帆三轮车发动机","CG150 air-cooled","tricycle","Competitor research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","Yes","Trademark review required","P4-TZ-02","Observed/machine review required"
"Tanzania","English","Lifan tricycle engine dealer","Lifan tricycle engine dealer","力帆三轮车发动机","CG150 air-cooled","tricycle","Competitor research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","Yes","Trademark review required","P4-TZ-02","Observed/machine review required"
"Tanzania","English","Lifan tricycle engine for cargo work","Lifan tricycle engine for cargo work","力帆三轮车发动机","CG150 air-cooled","tricycle","Competitor research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","Yes","Trademark review required","P4-TZ-02","Observed/machine review required"
"Tanzania","English","Lifan tricycle engine importer","Lifan tricycle engine importer","力帆三轮车发动机","CG150 air-cooled","tricycle","Competitor research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","Yes","Trademark review required","P4-TZ-02","Observed/machine review required"
